company_id,symbol,company_name,period,thesis_id,bms,state,evidence_count,earnings,economics,execution,balance_sheet,management_delivery
389,SAREGAMA,Saregama India Ltd,Q2 FY26,389,0.2225,mixed,1,0.0,0.89,0.0,0.0,0.0
390,SBFC,SBFC Finance Ltd.,Q2 FY26,390,0.1925,mixed,4,0.77,0.0,0.0,0.0,0.0
391,SBICARD,SBI Cards and Payment Services Ltd.,Q2 FY26,391,-0.005,mixed,2,0.74,-0.76,0.0,0.0,0.0
392,SCHAEFFLER,Schaeffler India Ltd.,Q2 FY26,392,0.3875,mixed,3,0.8,0.75,0.0,0.0,0.0
393,SCHNEIDER,Schneider Electric Infrastructure Ltd.,Q2 FY26,393,-0.19,mixed,1,0.0,-0.76,0.0,0.0,0.0
394,SCI,Shipping Corporation of India Ltd.,Q2 FY26,394,-0.015,mixed,4,-0.03,-0.03,0.0,0.0,0.0
395,SHREECEM,Shree Cement Ltd.,Q2 FY26,395,0.405,improving,5,0.82,0.8,0.0,0.0,0.0
396,SHRIRAMFIN,Shriram Finance Ltd.,Q2 FY26,396,0.1875,mixed,3,0.75,0.0,0.0,0.0,0.0
397,SHYAMMETL,Shyam Metalics and Energy Ltd.,Q2 FY26,397,0.1975,mixed,3,0.79,0.0,0.0,0.0,0.0
398,SIEMENS,Siemens Ltd.,Q2 FY26,398,-0.2025,mixed,2,-0.81,0.0,0.0,0.0,0.0
399,SIGNATURE,Signatureglobal (India) Ltd.,Q2 FY26,399,-0.0025,mixed,6,0.0,-0.01,0.0,0.0,0.0
400,SJVN,SJVN Ltd.,Q2 FY26,400,-0.0125,mixed,4,-0.79,0.74,0.0,0.0,0.0
401,SOBHA,Sobha Ltd.,Q2 FY26,401,0.2,mixed,4,0.8,0.0,0.0,0.0,0.0
402,SOLARINDS,Solar Industries India Ltd.,Q2 FY26,402,0.1875,mixed,3,0.75,0.0,0.0,0.0,0.0
403,SONACOMS,Sona BLW Precision Forgings Ltd.,Q2 FY26,403,0.01,mixed,3,0.78,-0.74,0.0,0.0,0.0
404,SONATSOFTW,Sonata Software Ltd.,Q2 FY26,404,0.015,mixed,4,0.03,0.03,0.0,0.0,0.0
405,SPLPETRO,Supreme Petrochem Ltd.,Q2 FY26,405,-0.205,mixed,3,-0.82,0.0,0.0,0.0,0.0
406,SRF,SRF Ltd.,Q2 FY26,406,0.41,improving,4,0.83,0.81,0.0,0.0,0.0
407,SUMICHEM,Sumitomo Chemical India Ltd.,Q2 FY26,407,0.19,mixed,2,0.76,0.0,0.0,0.0,0.0
408,SUNDARMFIN,Sundaram Finance Ltd.,Q2 FY26,408,0.3775,mixed,4,0.75,0.76,0.0,0.0,0.0
409,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,Q2 FY26,409,0.0,mixed,0,0.0,0.0,0.0,0.0,0.0
410,SUNTV,Sun TV Network Ltd.,Q2 FY26,410,-0.1925,mixed,3,0.01,-0.78,0.0,0.0,0.0
411,SUPREMEIND,Supreme Industries Ltd.,Q2 FY26,411,-0.3775,mixed,4,-0.77,-0.74,0.0,0.0,0.0
412,SUZLON,Suzlon Energy Ltd.,Q2 FY26,412,0.4325,improving,4,0.84,0.89,0.0,0.0,0.0
413,SWANCORP,Swan Corp Ltd.,Q2 FY26,413,-0.275,mixed,5,-0.29,-0.81,0.0,0.0,0.0
414,SWIGGY,Swiggy Ltd.,Q2 FY26,414,0.0,mixed,4,-0.0,0.0,0.0,0.0,0.0
415,SYNGENE,Syngene International Ltd.,Q2 FY26,415,-0.2075,mixed,1,-0.83,0.0,0.0,0.0,0.0
416,SYRMA,Syrma SGS Technology Ltd.,Q2 FY26,416,0.395,mixed,4,0.8,0.78,0.0,0.0,0.0
417,TARIL,Transformers And Rectifiers (India) Ltd.,Q2 FY26,417,0.1975,mixed,4,0.78,0.01,0.0,0.0,0.0
418,TATACAP,Tata Capital Ltd.,Q2 FY26,418,0.0,mixed,0,0.0,0.0,0.0,0.0,0.0
419,TATACHEM,Tata Chemicals Ltd.,Q2 FY26,419,0.005,mixed,2,0.02,0.0,0.0,0.0,0.0
420,TATACOMM,Tata Communications Ltd.,Q2 FY26,420,-0.1875,mixed,2,-0.75,0.0,0.0,0.0,0.0
421,TATACONSUM,Tata Consumer Products Ltd.,Q2 FY26,421,0.1875,mixed,2,0.75,0.0,0.0,0.0,0.0
422,TATAELXSI,Tata Elxsi Ltd.,Q2 FY26,422,-0.4,weakening,4,-0.79,-0.81,0.0,0.0,0.0
423,TATAINVEST,Tata Investment Corporation Ltd.,Q2 FY26,423,0.19,mixed,2,0.76,0.0,0.0,0.0,0.0
424,TATAPOWER,Tata Power Co. Ltd.,Q2 FY26,424,0.2,mixed,1,0.8,0.0,0.0,0.0,0.0
425,TATASTEEL,Tata Steel Ltd.,Q2 FY26,425,0.4225,improving,3,0.84,0.85,0.0,0.0,0.0
426,TATATECH,Tata Technologies Ltd.,Q2 FY26,426,-0.19,mixed,1,0.0,-0.76,0.0,0.0,0.0
427,TBOTEK,TBO Tek Ltd.,Q2 FY26,427,0.0,mixed,4,0.78,-0.78,0.0,0.0,0.0
428,TCS,Tata Consultancy Services Ltd.,Q2 FY26,428,0.0,mixed,0,0.0,0.0,0.0,0.0,0.0
429,TECHM,Tech Mahindra Ltd.,Q2 FY26,429,0.37,mixed,3,0.74,0.74,0.0,0.0,0.0
430,TECHNOE,Techno Electric & Engineering Company Ltd.,Q2 FY26,430,0.3875,mixed,5,0.79,0.76,0.0,0.0,0.0
431,TEGA,Tega Industries Ltd.,Q2 FY26,431,0.21,mixed,4,0.81,0.03,0.0,0.0,0.0
432,TEJASNET,Tejas Networks Ltd.,Q2 FY26,432,-0.405,weakening,6,-0.8,-0.82,0.0,0.0,0.0
433,TENNIND,Tenneco Clean Air India Ltd.,Q2 FY26,433,0.1975,mixed,1,0.79,0.0,0.0,0.0,0.0
434,THELEELA,Leela Palaces Hotels & Resorts Ltd.,Q2 FY26,434,0.395,mixed,5,0.8,0.78,0.0,0.0,0.0
435,THERMAX,Thermax Ltd.,Q2 FY26,435,0.1275,mixed,4,-0.25,0.76,0.0,0.0,0.0
436,TIINDIA,Tube Investments of India Ltd.,Q2 FY26,436,0.18,mixed,1,0.72,0.0,0.0,0.0,0.0
437,TIMKEN,Timken India Ltd.,Q2 FY26,437,0.0,mixed,0,0.0,0.0,0.0,0.0,0.0
438,TITAGARH,Titagarh Rail Systems Ltd.,Q2 FY26,438,-0.4025,weakening,5,-0.78,-0.83,0.0,0.0,0.0
439,TITAN,Titan Company Ltd.,Q2 FY26,439,0.3875,mixed,5,0.79,0.76,0.0,0.0,0.0
440,TMCV,Tata Motors Ltd.,Q2 FY26,440,-0.1975,mixed,1,-0.79,0.0,0.0,0.0,0.0
441,TMPV,Tata Motors Passenger Vehicles Ltd.,Q2 FY26,441,-0.2025,mixed,4,0.02,-0.83,0.0,0.0,0.0
442,TORNTPHARM,Torrent Pharmaceuticals Ltd.,Q2 FY26,442,0.2,mixed,2,0.8,0.0,0.0,0.0,0.0
443,TORNTPOWER,Torrent Power Ltd.,Q2 FY26,443,0.0075,mixed,2,0.03,0.0,0.0,0.0,0.0
444,TRAVELFOOD,Travel Food Services Ltd.,Q2 FY26,444,0.19,mixed,4,-0.03,0.79,0.0,0.0,0.0
445,TRENT,Trent Ltd.,Q2 FY26,445,0.1875,mixed,2,0.75,0.0,0.0,0.0,0.0
446,TRIDENT,Trident Ltd.,Q2 FY26,446,0.3875,mixed,2,0.79,0.76,0.0,0.0,0.0
447,TRITURBINE,Triveni Turbine Ltd.,Q2 FY26,447,-0.1875,mixed,1,-0.75,0.0,0.0,0.0,0.0
448,TTML,Tata Teleservices (Maharashtra) Ltd.,Q2 FY26,448,0.0075,mixed,3,-0.77,0.8,0.0,0.0,0.0
449,TVSMOTOR,TVS Motor Company Ltd.,Q2 FY26,449,0.2025,mixed,3,0.81,0.0,0.0,0.0,0.0
450,UBL,United Breweries Ltd.,Q2 FY26,450,-0.43,weakening,2,-0.83,-0.89,0.0,0.0,0.0
451,ULTRACEMCO,UltraTech Cement Ltd.,Q2 FY26,451,0.4025,improving,5,0.82,0.79,0.0,0.0,0.0
452,UNIONBANK,Union Bank of India,Q2 FY26,452,0.114,mixed,2,0.0,0.0,0.0,0.76,0.0
453,UNITDSPR,United Spirits Ltd.,Q2 FY26,453,0.19,mixed,4,0.79,-0.03,0.0,0.0,0.0
454,UNOMINDA,UNO Minda Ltd.,Q2 FY26,454,0.19,mixed,3,0.76,0.0,0.0,0.0,0.0
455,UPL,UPL Ltd.,Q2 FY26,455,0.4075,improving,5,0.81,0.82,0.0,0.0,0.0
456,URBANCO,Urban Company Ltd.,Q2 FY26,456,-0.1975,mixed,3,-0.01,-0.78,0.0,0.0,0.0
457,USHAMART,Usha Martin Ltd.,Q2 FY26,457,-0.19,mixed,1,0.0,-0.76,0.0,0.0,0.0
458,UTIAMC,UTI Asset Management Company Ltd.,Q2 FY26,458,-0.415,weakening,4,-0.84,-0.82,0.0,0.0,0.0
459,VBL,Varun Beverages Ltd.,Q2 FY26,459,0.2025,mixed,1,0.81,0.0,0.0,0.0,0.0
460,VEDL,Vedanta Ltd.,Q2 FY26,460,-0.205,mixed,3,-0.82,0.0,0.0,0.0,0.0
461,VIJAYA,Vijaya Diagnostic Centre Ltd.,Q2 FY26,461,0.185,mixed,2,0.74,0.0,0.0,0.0,0.0
462,VMM,Vishal Mega Mart Ltd.,Q2 FY26,462,0.1975,mixed,4,0.79,0.0,0.0,0.0,0.0
463,VOLTAS,Voltas Ltd.,Q2 FY26,463,-0.405,weakening,4,-0.83,-0.79,0.0,0.0,0.0
464,VTL,Vardhman Textiles Ltd.,Q2 FY26,464,0.0,mixed,0,0.0,0.0,0.0,0.0,0.0
465,WAAREEENER,Waaree Energies Ltd.,Q2 FY26,465,0.405,improving,6,0.81,0.81,0.0,0.0,0.0
466,WELCORP,Welspun Corp Ltd.,Q2 FY26,466,0.3925,mixed,5,0.83,0.74,0.0,0.0,0.0
467,WELSPUNLIV,Welspun Living Ltd.,Q2 FY26,467,-0.415,weakening,4,-0.77,-0.89,0.0,0.0,0.0
468,WHIRLPOOL,Whirlpool of India Ltd.,Q2 FY26,468,-0.195,mixed,2,-0.78,0.0,0.0,0.0,0.0
469,WIPRO,Wipro Ltd.,Q2 FY26,469,0.0,mixed,0,0.0,0.0,0.0,0.0,0.0
470,WOCKPHARMA,Wockhardt Ltd.,Q2 FY26,470,0.0,mixed,2,-0.0,0.0,0.0,0.0,0.0
471,YESBANK,Yes Bank Ltd.,Q2 FY26,471,0.0,mixed,0,0.0,0.0,0.0,0.0,0.0
472,ZEEL,Zee Entertainment Enterprises Ltd.,Q2 FY26,472,-0.2175,mixed,3,-0.04,-0.83,0.0,0.0,0.0
473,ZENSARTECH,Zensar Technolgies Ltd.,Q2 FY26,473,0.19,mixed,1,0.76,0.0,0.0,0.0,0.0
474,ZENTEC,Zen Technologies Ltd.,Q2 FY26,474,-0.185,mixed,5,-0.76,0.02,0.0,0.0,0.0
475,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd.,Q2 FY26,475,0.1875,mixed,1,0.75,0.0,0.0,0.0,0.0
476,ZYDUSLIFE,Zydus Lifesciences Ltd.,Q2 FY26,476,0.2075,mixed,2,0.83,0.0,0.0,0.0,0.0
477,ZYDUSWELL,Zydus Wellness Ltd.,Q2 FY26,477,-0.0075,mixed,2,-0.03,0.0,0.0,0.0,0.0
1,360ONE,360 ONE WAM Ltd.,Q3 FY26,1,0.21,mixed,6,0.85,-0.01,0.0,0.0,0.0
2,3MINDIA,3M India Ltd.,Q3 FY26,2,0.3075,mixed,6,0.39,0.84,0.0,0.0,0.0
3,AADHARHFC,Aadhar Housing Finance Ltd.,Q3 FY26,3,0.19,mixed,4,0.76,0.0,0.0,0.0,0.0
4,AARTIIND,Aarti Industries Ltd.,Q3 FY26,4,-0.065,mixed,6,0.5,-0.76,0.0,0.0,0.0
5,AAVAS,Aavas Financiers Ltd.,Q3 FY26,5,0.1925,mixed,4,0.77,0.0,0.0,0.0,0.0
6,ABB,ABB India Ltd.,Q3 FY26,6,-0.27,mixed,6,-0.26,-0.82,0.0,0.0,0.0
7,ABBOTINDIA,Abbott India Ltd.,Q3 FY26,7,0.195,mixed,1,0.78,0.0,0.0,0.0,0.0
8,ABCAPITAL,Aditya Birla Capital Ltd.,Q3 FY26,8,-0.0025,mixed,6,0.77,-0.78,0.0,0.0,0.0
9,ABDL,Allied Blenders and Distillers Ltd.,Q3 FY26,9,0.3975,mixed,5,0.77,0.82,0.0,0.0,0.0
10,ABFRL,Aditya Birla Fashion and Retail Ltd.,Q3 FY26,10,-0.09,mixed,3,-0.36,0.0,0.0,0.0,0.0
11,ABLBL,Aditya Birla Lifestyle Brands Ltd.,Q3 FY26,11,0.39,mixed,4,0.82,0.74,0.0,0.0,0.0
12,ABREL,Aditya Birla Real Estate Ltd.,Q3 FY26,12,-0.4225,weakening,9,-0.83,-0.86,0.0,0.0,0.0
13,ABSLAMC,Aditya Birla Sun Life AMC Ltd.,Q3 FY26,13,0.3975,mixed,2,0.85,0.74,0.0,0.0,0.0
14,ACC,ACC Ltd.,Q3 FY26,14,0.0875,mixed,5,0.33,0.02,0.0,0.0,0.0
15,ACE,Action Construction Equipment Ltd.,Q3 FY26,15,0.0,mixed,0,0.0,0.0,0.0,0.0,0.0
16,ACMESOLAR,ACME Solar Holdings Ltd.,Q3 FY26,16,0.385,mixed,6,0.81,0.73,0.0,0.0,0.0
17,ACUTAAS,Acutaas Chemicals Ltd.,Q3 FY26,17,0.21,mixed,5,0.84,0.0,0.0,0.0,0.0
18,ADANIENSOL,Adani Energy Solutions Ltd.,Q3 FY26,18,0.19,mixed,5,0.77,-0.01,0.0,0.0,0.0
19,ADANIENT,Adani Enterprises Ltd.,Q3 FY26,19,0.26,mixed,4,0.3,0.74,0.0,0.0,0.0
20,ADANIGREEN,Adani Green Energy Ltd.,Q3 FY26,20,0.1825,mixed,8,0.45,0.28,0.0,0.0,0.0
21,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Q3 FY26,21,0.0075,mixed,7,0.82,-0.79,0.0,0.0,0.0
22,ADANIPOWER,Adani Power Ltd.,Q3 FY26,22,-0.405,weakening,5,-0.77,-0.85,0.0,0.0,0.0
23,AEGISLOG,Aegis Logistics Ltd.,Q3 FY26,23,0.42,improving,4,0.89,0.79,0.0,0.0,0.0
24,AEGISVOPAK,Aegis Vopak Terminals Ltd.,Q3 FY26,24,0.405,improving,7,0.82,0.8,0.0,0.0,0.0
25,AFCONS,Afcons Infrastructure Ltd.,Q3 FY26,25,0.2125,mixed,3,0.0,0.85,0.0,0.0,0.0
26,AFFLE,Affle 3i Ltd.,Q3 FY26,26,0.3775,mixed,8,0.77,0.74,0.0,0.0,0.0
27,AIAENG,AIA Engineering Ltd.,Q3 FY26,27,0.4025,improving,2,0.81,0.8,0.0,0.0,0.0
28,AIIL,Authum Investment & Infrastructure Ltd.,Q3 FY26,28,-0.1575,mixed,6,-0.88,0.25,0.0,0.0,0.0
29,AJANTPHARM,Ajanta Pharmaceuticals Ltd.,Q3 FY26,29,0.2025,mixed,4,0.81,0.0,0.0,0.0,0.0
30,ALKEM,Alkem Laboratories Ltd.,Q3 FY26,30,0.1875,mixed,4,0.75,0.0,0.0,0.0,0.0
31,AMBER,Amber Enterprises India Ltd.,Q3 FY26,31,-0.1625,mixed,6,0.15,-0.8,0.0,0.0,0.0
32,AMBUJACEM,Ambuja Cements Ltd.,Q3 FY26,32,0.1875,mixed,8,0.48,0.27,0.0,0.0,0.0
33,ANANDRATHI,Anand Rathi Wealth Ltd.,Q3 FY26,33,0.3975,mixed,7,0.81,0.78,0.0,0.0,0.0
34,ANANTRAJ,Anant Raj Ltd.,Q3 FY26,34,0.3925,mixed,9,0.79,0.78,0.0,0.0,0.0
35,ANGELONE,Angel One Ltd.,Q3 FY26,35,-0.4,weakening,5,-0.8,-0.8,0.0,0.0,0.0
36,ANTHEM,Anthem Biosciences Ltd.,Q3 FY26,36,0.195,mixed,2,0.78,0.0,0.0,0.0,0.0
37,ANURAS,Anupam Rasayan India Ltd.,Q3 FY26,37,0.1325,mixed,9,0.8,-0.27,0.0,0.0,0.0
38,APARINDS,Apar Industries Ltd.,Q3 FY26,38,0.1925,mixed,6,0.77,0.0,0.0,0.0,0.0
39,APLAPOLLO,APL Apollo Tubes Ltd.,Q3 FY26,39,0.41,improving,7,0.81,0.83,0.0,0.0,0.0
40,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Q3 FY26,40,0.1975,mixed,5,0.79,0.0,0.0,0.0,0.0
41,APOLLOTYRE,Apollo Tyres Ltd.,Q3 FY26,41,0.005,mixed,4,0.02,0.0,0.0,0.0,0.0
42,APTUS,Aptus Value Housing Finance India Ltd.,Q3 FY26,42,0.2125,mixed,7,0.79,0.06,0.0,0.0,0.0
43,ARE&M,Amara Raja Energy & Mobility Ltd.,Q3 FY26,43,-0.3925,mixed,4,-0.82,-0.75,0.0,0.0,0.0
44,ASAHIINDIA,Asahi India Glass Ltd.,Q3 FY26,44,-0.0925,mixed,6,-0.39,0.02,0.0,0.0,0.0
45,ASHOKLEY,Ashok Leyland Ltd.,Q3 FY26,45,0.1975,mixed,3,0.79,0.0,0.0,0.0,0.0
46,ASIANPAINT,Asian Paints Ltd.,Q3 FY26,46,0.4075,improving,2,0.83,0.8,0.0,0.0,0.0
47,ASTERDM,Aster DM Quality Care Ltd.,Q3 FY26,47,0.0675,mixed,3,0.27,0.0,0.0,0.0,0.0
48,ASTRAL,Astral Ltd.,Q3 FY26,48,0.06,mixed,3,0.24,0.0,0.0,0.0,0.0
49,ATGL,Adani Total Gas Ltd.,Q3 FY26,49,-0.1125,mixed,6,0.36,-0.81,0.0,0.0,0.0
50,ATHERENERG,Ather Energy Ltd.,Q3 FY26,50,0.4225,improving,8,0.85,0.84,0.0,0.0,0.0
51,ATUL,Atul Ltd.,Q3 FY26,51,0.2025,mixed,4,0.81,0.0,0.0,0.0,0.0
52,AUBANK,AU Small Finance Bank Ltd.,Q3 FY26,52,-0.114,mixed,2,0.0,0.0,0.0,-0.76,0.0
53,AUROPHARMA,Aurobindo Pharma Ltd.,Q3 FY26,53,0.1925,mixed,1,0.77,0.0,0.0,0.0,0.0
54,AWL,AWL Agri Business Ltd.,Q3 FY26,54,-0.1975,mixed,7,-0.02,-0.77,0.0,0.0,0.0
55,BAJAJ-AUTO,Bajaj Auto Ltd.,Q3 FY26,55,0.4175,improving,6,0.85,0.82,0.0,0.0,0.0
56,BAJAJFINSV,Bajaj Finserv Ltd.,Q3 FY26,56,0.2525,mixed,7,0.77,0.24,0.0,0.0,0.0
57,BAJAJHFL,Bajaj Housing Finance Ltd.,Q3 FY26,57,0.3825,mixed,6,0.77,0.76,0.0,0.0,0.0
58,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,Q3 FY26,58,0.4,improving,9,0.79,0.81,0.0,0.0,0.0
59,BAJFINANCE,Bajaj Finance Ltd.,Q3 FY26,59,0.12,mixed,8,0.51,-0.03,0.0,0.0,0.0
60,BALKRISIND,Balkrishna Industries Ltd.,Q3 FY26,60,-0.295,mixed,6,-0.4,-0.78,0.0,0.0,0.0
61,BALRAMCHIN,Balrampur Chini Mills Ltd.,Q3 FY26,61,0.1175,mixed,8,0.2,0.27,0.0,0.0,0.0
62,BANDHANBNK,Bandhan Bank Ltd.,Q3 FY26,62,-0.0725,mixed,3,0.0,-0.74,0.0,0.75,0.0
63,BANKBARODA,Bank of Baroda,Q3 FY26,63,0.1125,mixed,2,0.0,0.0,0.0,0.75,0.0
64,BANKINDIA,Bank of India,Q3 FY26,64,0.1215,mixed,3,0.0,0.0,0.0,0.81,0.0
65,BATAINDIA,Bata India Ltd.,Q3 FY26,65,-0.4025,weakening,3,-0.81,-0.8,0.0,0.0,0.0
66,BAYERCROP,Bayer Cropscience Ltd.,Q3 FY26,66,0.42,improving,4,0.86,0.82,0.0,0.0,0.0
67,BBTC,Bombay Burmah Trading Corporation Ltd.,Q3 FY26,67,0.3875,mixed,3,0.76,0.79,0.0,0.0,0.0
68,BDL,Bharat Dynamics Ltd.,Q3 FY26,68,0.11,mixed,7,0.49,-0.05,0.0,0.0,0.0
69,BEL,Bharat Electronics Ltd.,Q3 FY26,69,0.3975,mixed,6,0.81,0.78,0.0,0.0,0.0
70,BELRISE,Belrise Industries Ltd.,Q3 FY26,70,0.2,mixed,4,0.8,0.0,0.0,0.0,0.0
71,BEML,BEML Ltd.,Q3 FY26,71,-0.22,mixed,3,-0.06,-0.82,0.0,0.0,0.0
72,BERGEPAINT,Berger Paints India Ltd.,Q3 FY26,72,-0.3975,mixed,3,-0.79,-0.8,0.0,0.0,0.0
73,BHARATFORG,Bharat Forge Ltd.,Q3 FY26,73,0.01,mixed,5,0.8,-0.76,0.0,0.0,0.0
74,BHARTIARTL,Bharti Airtel Ltd.,Q3 FY26,74,0.3325,mixed,9,0.53,0.8,0.0,0.0,0.0
75,BHARTIHEXA,Bharti Hexacom Ltd.,Q3 FY26,75,0.275,mixed,6,0.32,0.78,0.0,0.0,0.0
76,BHEL,Bharat Heavy Electricals Ltd.,Q3 FY26,76,-0.07,mixed,6,0.5,-0.78,0.0,0.0,0.0
77,BIKAJI,Bikaji Foods International Ltd.,Q3 FY26,77,0.4,improving,5,0.81,0.79,0.0,0.0,0.0
78,BIOCON,Biocon Ltd.,Q3 FY26,78,0.0,mixed,4,0.0,0.0,0.0,0.0,0.0
79,BLS,BLS International Services Ltd.,Q3 FY26,79,0.0025,mixed,8,0.81,-0.8,0.0,0.0,0.0
80,BLUEDART,Blue Dart Express Ltd.,Q3 FY26,80,0.065,mixed,3,0.26,0.0,0.0,0.0,0.0
81,BLUEJET,Blue Jet Healthcare Ltd.,Q3 FY26,81,-0.0025,mixed,4,-0.01,0.0,0.0,0.0,0.0
82,BLUESTARCO,Blue Star Ltd.,Q3 FY26,82,-0.205,mixed,2,-0.82,0.0,0.0,0.0,0.0
83,BOSCHLTD,Bosch Ltd.,Q3 FY26,83,0.19,mixed,3,0.76,0.0,0.0,0.0,0.0
84,BPCL,Bharat Petroleum Corporation Ltd.,Q3 FY26,84,0.405,improving,7,0.81,0.81,0.0,0.0,0.0
85,BRIGADE,Brigade Enterprises Ltd.,Q3 FY26,85,-0.005,mixed,5,0.8,-0.82,0.0,0.0,0.0
86,BRITANNIA,Britannia Industries Ltd.,Q3 FY26,86,0.395,mixed,5,0.82,0.76,0.0,0.0,0.0
87,BSE,BSE Ltd.,Q3 FY26,87,0.4175,improving,9,0.83,0.84,0.0,0.0,0.0
88,BSOFT,Birlasoft Ltd.,Q3 FY26,88,-0.1125,mixed,4,-0.75,0.3,0.0,0.0,0.0
89,CAMS,Computer Age Management Services Ltd.,Q3 FY26,89,-0.0075,mixed,3,0.75,-0.78,0.0,0.0,0.0
90,CANBK,Canara Bank,Q3 FY26,90,0.123,mixed,3,0.0,0.0,0.0,0.82,0.0
91,CANFINHOME,Can Fin Homes Ltd.,Q3 FY26,91,0.4075,improving,5,0.8,0.83,0.0,0.0,0.0
92,CAPLIPOINT,Caplin Point Laboratories Ltd.,Q3 FY26,92,0.1925,mixed,5,0.77,0.0,0.0,0.0,0.0
93,CARBORUNIV,Carborundum Universal Ltd.,Q3 FY26,93,-0.1975,mixed,7,-0.01,-0.78,0.0,0.0,0.0
94,CARTRADE,Cartrade Tech Ltd.,Q3 FY26,94,0.4025,improving,9,0.79,0.82,0.0,0.0,0.0
95,CASTROLIND,Castrol India Ltd.,Q3 FY26,95,0.3775,mixed,3,0.76,0.75,0.0,0.0,0.0
96,CCL,CCL Products (I) Ltd.,Q3 FY26,96,0.4025,improving,7,0.84,0.77,0.0,0.0,0.0
97,CDSL,Central Depository Services (India) Ltd.,Q3 FY26,97,-0.2625,mixed,6,-0.24,-0.81,0.0,0.0,0.0
98,CEATLTD,Ceat Ltd.,Q3 FY26,98,0.33,mixed,7,0.52,0.8,0.0,0.0,0.0
99,CEMPRO,Cemindia Projects Ltd.,Q3 FY26,99,0.2025,mixed,4,0.81,0.0,0.0,0.0,0.0
100,CESC,CESC Ltd.,Q3 FY26,100,0.3925,mixed,6,0.79,0.78,0.0,0.0,0.0
101,CGCL,Capri Global Capital Ltd.,Q3 FY26,101,0.4125,improving,9,0.83,0.82,0.0,0.0,0.0
102,CGPOWER,CG Power and Industrial Solutions Ltd.,Q3 FY26,102,0.2,mixed,5,0.8,0.0,0.0,0.0,0.0
103,CHALET,Chalet Hotels Ltd.,Q3 FY26,103,0.3875,mixed,7,0.8,0.75,0.0,0.0,0.0
104,CHAMBLFERT,Chambal Fertilizers & Chemicals Ltd.,Q3 FY26,104,-0.0125,mixed,7,0.78,-0.83,0.0,0.0,0.0
105,CHENNPETRO,Chennai Petroleum Corporation Ltd.,Q3 FY26,105,0.205,mixed,8,0.5,0.32,0.0,0.0,0.0
106,CHOICEIN,Choice International Ltd.,Q3 FY26,106,0.4175,improving,7,0.86,0.81,0.0,0.0,0.0
107,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,Q3 FY26,107,0.1875,mixed,6,0.75,0.0,0.0,0.0,0.0
108,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd.,Q3 FY26,108,0.395,mixed,6,0.8,0.78,0.0,0.0,0.0
109,CIEINDIA,CIE Automotive India Ltd.,Q3 FY26,109,0.2,mixed,3,0.8,0.0,0.0,0.0,0.0
110,CIPLA,Cipla Ltd.,Q3 FY26,110,-0.01,mixed,2,-0.04,0.0,0.0,0.0,0.0
111,CLEAN,Clean Science and Technology Ltd.,Q3 FY26,111,-0.4325,weakening,3,-0.86,-0.87,0.0,0.0,0.0
112,COALINDIA,Coal India Ltd.,Q3 FY26,112,-0.405,weakening,5,-0.8,-0.82,0.0,0.0,0.0
113,COCHINSHIP,Cochin Shipyard Ltd.,Q3 FY26,113,-0.21,mixed,6,-0.01,-0.83,0.0,0.0,0.0
114,COFORGE,Coforge Ltd.,Q3 FY26,114,0.3975,mixed,9,0.78,0.81,0.0,0.0,0.0
115,COHANCE,Cohance Lifesciences Ltd.,Q3 FY26,115,-0.21,mixed,4,-0.84,0.0,0.0,0.0,0.0
116,COLPAL,Colgate Palmolive (India) Ltd.,Q3 FY26,116,-0.195,mixed,1,-0.78,0.0,0.0,0.0,0.0
117,CONCOR,Container Corporation of India Ltd.,Q3 FY26,117,0.185,mixed,1,0.74,0.0,0.0,0.0,0.0
118,CONCORDBIO,Concord Biotech Ltd.,Q3 FY26,118,-0.2,mixed,4,-0.8,0.0,0.0,0.0,0.0
119,COROMANDEL,Coromandel International Ltd.,Q3 FY26,119,0.195,mixed,5,0.78,0.0,0.0,0.0,0.0
120,CPPLUS,Aditya Infotech Ltd.,Q3 FY26,120,0.35,mixed,7,0.53,0.87,0.0,0.0,0.0
121,CRAFTSMAN,Craftsman Automation Ltd.,Q3 FY26,121,0.4125,improving,8,0.83,0.82,0.0,0.0,0.0
122,CREDITACC,CreditAccess Grameen Ltd.,Q3 FY26,122,-0.0625,mixed,7,0.0,-0.25,0.0,0.0,0.0
123,CRISIL,CRISIL Ltd.,Q3 FY26,123,0.1925,mixed,4,0.77,0.0,0.0,0.0,0.0
124,CROMPTON,Crompton Greaves Consumer Electricals Ltd.,Q3 FY26,124,-0.2725,mixed,5,-0.29,-0.8,0.0,0.0,0.0
125,CUB,City Union Bank Ltd.,Q3 FY26,125,0.1215,mixed,3,0.0,0.0,0.0,0.81,0.0
126,CUMMINSIND,Cummins India Ltd.,Q3 FY26,126,0.4075,improving,6,0.79,0.84,0.0,0.0,0.0
